route_name,route_link,bus_name,bus_type,departure_time,duration,arrival_time,price,star_rating,seats_availability
"Badaun to Delhi
From INR 334",https://www.redbus.in/bus-tickets/badaun-to-delhi,UPSRTC - BDN0036,Ordinary Non AC Seater 2+3,07:00,06h 30m,13:30,411,3.3,52 Seats available
"Lucknow to Allahabad
From INR 310",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Sethi Yatra Company,A/C Seater / Sleeper (2+1),02:20,04h 05m,06:25,370,4.8,21 Seats available
"Lucknow to Allahabad
From INR 310",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,04h 30m,03:45,399,3.1,35 Seats available
"Lucknow to Allahabad
From INR 310",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),04:40,04h 21m,09:01,381,2.3,15 Seats available
"Lucknow to Allahabad
From INR 310",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,First Choice Holidays,A/C Seater / Sleeper (2+2),06:00,04h 00m,10:00,5000,2.2,54 Seats available
"Lucknow to Allahabad
From INR 310",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24 Seats available
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,06h 30m,05:45,399,3.8,35 Seats available
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Yolo Bus,A/C Sleeper (2+1),22:19,07h 24m,05:43,600,3.8,24 Seats available
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,07h 30m,06:00,359,4.9,27 Seats available
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8 Seats available
"Lucknow to Varanasi
From INR 460",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23 Seats available
"Delhi to Badaun
From INR 334",https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0064,Ordinary Non AC Seater 2+3,01:30,06h 00m,07:30,368,3.3,52 Seats available
"Delhi to Badaun
From INR 334",https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0035,Ordinary Non AC Seater 2+3,02:30,06h 15m,08:45,368,3.3,51 Seats available
"Delhi to Badaun
From INR 334",https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0026,Ordinary Non AC Seater 2+3,03:30,06h 30m,10:00,368,3.3,52 Seats available
"Delhi to Badaun
From INR 334",https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0023,Ordinary Non AC Seater 2+3,04:00,06h 00m,10:00,403,1.7,52 Seats available
"Delhi to Badaun
From INR 334",https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - SKD0021,Ordinary Non AC Seater 2+3,05:30,08h 15m,13:45,368,3.3,52 Seats available
"Agra to Bareilly
From INR 323",https://www.redbus.in/bus-tickets/agra-to-bareilly,UPSRTC - BLY0065,Ordinary Non AC Seater 2+3,12:30,05h 00m,17:30,323,3.3,52 Seats available
"Agra to Bareilly
From INR 323",https://www.redbus.in/bus-tickets/agra-to-bareilly,UPSRTC - RKD0055,Ordinary Non AC Seater 2+3,13:31,06h 00m,19:31,323,3.3,52 Seats available
"Agra to Bareilly
From INR 323",https://www.redbus.in/bus-tickets/agra-to-bareilly,UPSRTC - AGF0047,Shatabdi AC Seater 2+2,14:01,05h 59m,20:00,486,2.4,41 Seats available
"Agra to Bareilly
From INR 323",https://www.redbus.in/bus-tickets/agra-to-bareilly,UPSRTC - BLY0049,Janrath AC Seater 2+3,17:00,05h 30m,22:30,417,2.1,48 Seats available
"Agra to Bareilly
From INR 323",https://www.redbus.in/bus-tickets/agra-to-bareilly,UPSRTC - BLY0134,Janrath AC Seater 2+2,23:05,05h 55m,05:00,486,3.4,31 Seats available
"Allahabad to Lucknow
From INR 310",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Mahalaxmi Travels,A/C Seater / Sleeper (2+1),00:30,05h 30m,06:00,599,3.2,5 Seats available
"Allahabad to Lucknow
From INR 310",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Sethi Yatra Company,A/C Seater / Sleeper (2+1),18:30,05h 20m,23:50,570,3.0,28 Seats available
"Allahabad to Lucknow
From INR 310",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,04h 15m,23:45,499,3.7,32 Seats available
"Allahabad to Lucknow
From INR 310",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04h 15m,01:30,499,3.0,30 Seats available
"Allahabad to Lucknow
From INR 310",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28 Seats available
"Sitapur (Uttar Pradesh) to Delhi
From INR 648",https://www.redbus.in/bus-tickets/sitapur-to-delhi,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),20:45,09h 20m,06:05,759,4.5,33 Seats available
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,09h 00m,06:30,606,1.1,31 Seats available
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,09h 00m,06:00,600,1.4,44 Seats available
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,11h 00m,06:30,520,2.0,51 Seats available
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,08h 00m,06:00,450,N/A,40 Seats available
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40 Seats available
"Moradabad to Delhi
From INR 261",https://www.redbus.in/bus-tickets/moradabad-to-delhi,UPSRTC - MDD0033,Ordinary Non AC Seater 2+3,15:30,03h 30m,19:00,298,3.3,52 Seats available
"Moradabad to Delhi
From INR 261",https://www.redbus.in/bus-tickets/moradabad-to-delhi,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),01:15,03h 45m,05:00,1044,4.4,4 Seats available
"Moradabad to Delhi
From INR 261",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Vijay Tour and Travels,Volvo A/C Semi Sleeper (2+2),14:20,03h 40m,18:00,799,3.9,45 Seats available
"Moradabad to Delhi
From INR 261",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Fasttrack Travels,VE A/C Seater / Sleeper (2+2),15:55,04h 05m,20:00,764,3.1,26 Seats available
"Moradabad to Delhi
From INR 261",https://www.redbus.in/bus-tickets/moradabad-to-delhi,R S YADAV SMART BUS PRIVATE LIMITED,N/A,16:25,02h 55m,19:20,949,4.4,49 Seats available
"Delhi to Haridwar
From INR 357",https://www.redbus.in/bus-tickets/delhi-to-haridwar,City Land Travels,A/C Sleeper (2+1),06:00,07h 59m,13:59,799,3.7,36 Seats available
"Delhi to Haridwar
From INR 357",https://www.redbus.in/bus-tickets/delhi-to-haridwar,City Land Travels,A/C Sleeper (2+1),08:15,07h 59m,16:14,765,3.7,31 Seats available
"Delhi to Haridwar
From INR 357",https://www.redbus.in/bus-tickets/delhi-to-haridwar,City Land Travels,A/C Sleeper (2+1),10:15,07h 59m,18:14,765,3.7,18 Seats available
"Delhi to Haridwar
From INR 357",https://www.redbus.in/bus-tickets/delhi-to-haridwar,AdAG BUS SERVICE,A/C Seater / Sleeper (2+2),22:50,04h 31m,03:21,699,3.7,27 Seats available
"Delhi to Haridwar
From INR 357",https://www.redbus.in/bus-tickets/delhi-to-haridwar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29 Seats available
"Delhi to Sitapur (Uttar Pradesh)
From INR 650",https://www.redbus.in/bus-tickets/delhi-to-sitapur,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,08h 15m,06:30,799,4.2,31 Seats available
"Bareilly to Agra
From INR 323",https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0064,Ordinary Non AC Seater 2+3,05:30,05h 00m,10:30,323,3.3,51 Seats available
"Bareilly to Agra
From INR 323",https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - RKD0054,Ordinary Non AC Seater 2+3,06:01,06h 00m,12:01,323,3.3,52 Seats available
"Bareilly to Agra
From INR 323",https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0069,Ordinary Non AC Seater 2+3,07:00,05h 00m,12:00,323,3.3,52 Seats available
"Bareilly to Agra
From INR 323",https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - RKD0077,Ordinary Non AC Seater 2+3,08:00,06h 00m,14:00,323,3.3,52 Seats available
"Bareilly to Agra
From INR 323",https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0135,Janrath AC Seater 2+3,09:01,05h 59m,15:00,417,2.6,48 Seats available
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04h 50m,04:20,891,2.8,36 Seats available
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),14:30,04h 30m,19:00,699,4.3,35 Seats available
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,BT Travels,A/C Seater / Sleeper (2+1),15:20,03h 50m,19:10,522,4.6,32 Seats available
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37 Seats available
"Agra to Lucknow
From INR 378",https://www.redbus.in/bus-tickets/agra-to-lucknow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21 Seats available
"Kanpur (Uttar Pradesh) to Jhansi
From INR 381",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),18:15,05h 15m,23:30,900,4.2,12 Seats available
"Kanpur (Uttar Pradesh) to Jhansi
From INR 381",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),18:20,05h 15m,23:35,1100,3.8,40 Seats available
"Kanpur (Uttar Pradesh) to Jhansi
From INR 381",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Samay Shatabdi Travels Pvt Ltd,NON AC Seater / Sleeper 2+1,18:30,05h 20m,23:50,800,4.0,35 Seats available
"Kanpur (Uttar Pradesh) to Jhansi
From INR 381",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Hans Travels (I) Private Limited,NON A/C Sleeper (2+1),18:30,05h 00m,23:30,1000,3.2,24 Seats available
"Kanpur (Uttar Pradesh) to Jhansi
From INR 381",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30 Seats available
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,04h 45m,03:45,629,4.8,35 Seats available
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),14:00,04h 00m,18:00,699,4.1,35 Seats available
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,04h 30m,00:30,713,4.3,29 Seats available
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44 Seats available
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35 Seats available
"Varanasi to Lucknow
From INR 472",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,07h 30m,06:00,499,3.7,39 Seats available
"Varanasi to Lucknow
From INR 472",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),20:00,05h 45m,01:45,898,4.5,27 Seats available
"Varanasi to Lucknow
From INR 472",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,08h 00m,06:30,449,4.6,24 Seats available
"Varanasi to Lucknow
From INR 472",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14 Seats available
"Varanasi to Lucknow
From INR 472",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22 Seats available
"Bareilly to Haridwar
From INR 412",https://www.redbus.in/bus-tickets/bareilly-to-haridwar,UPSRTC - RKD0037,Janrath AC Seater 2+3,10:30,07h 10m,17:40,505,3.7,48 Seats available
"Bareilly to Haridwar
From INR 412",https://www.redbus.in/bus-tickets/bareilly-to-haridwar,UPSRTC - FZG0001,Ordinary Non AC Seater 2+3,19:30,07h 30m,03:00,413,3.3,52 Seats available
"Bareilly to Haridwar
From INR 412",https://www.redbus.in/bus-tickets/bareilly-to-haridwar,UPSRTC - ORI0085,Ordinary Non AC Seater 2+3,19:35,07h 55m,03:30,410,3.3,52 Seats available
"Bareilly to Haridwar
From INR 412",https://www.redbus.in/bus-tickets/bareilly-to-haridwar,UPSRTC - ORI0135,Ordinary Non AC Seater 2+3,19:35,07h 55m,03:30,410,3.3,52 Seats available
"Bareilly to Haridwar
From INR 412",https://www.redbus.in/bus-tickets/bareilly-to-haridwar,UPSRTC - STD0527,N/A,20:35,06h 29m,03:04,405,3.3,52 Seats available
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,FlixBus,A/C Seater (2+2),00:10,02h 50m,03:00,277,4.2,23 Seats available
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,Zingbus Plus,AC Seater (2+2),06:00,03h 37m,09:37,315,3.8,21 Seats available
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,FlixBus,A/C Seater (2+2),06:30,05h 25m,11:55,157,5.0,23 Seats available
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9 Seats available
"Delhi to Agra
From INR 295",https://www.redbus.in/bus-tickets/delhi-to-agra,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21 Seats available
"Delhi to Shahjahanpur (Uttar Pradesh)
From INR 529",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,07h 00m,05:15,799,4.8,31 Seats available
"Agra to Delhi
From INR 295",https://www.redbus.in/bus-tickets/agra-to-delhi,Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),01:30,04h 50m,06:20,902,4.6,8 Seats available
"Agra to Delhi
From INR 295",https://www.redbus.in/bus-tickets/agra-to-delhi,Raj Kalpana Travels Pvt.Ltd,Non A/C Seater / Sleeper (2+1),02:15,03h 15m,05:30,450,3.7,5 Seats available
"Agra to Delhi
From INR 295",https://www.redbus.in/bus-tickets/agra-to-delhi,FlixBus,A/C Seater (2+2),03:00,03h 50m,06:50,268,4.1,15 Seats available
"Agra to Delhi
From INR 295",https://www.redbus.in/bus-tickets/agra-to-delhi,Miles India Private Limited,Scania AC Multi Axle Sleeper (2+1),03:00,03h 20m,06:20,499,3.3,10 Seats available
"Agra to Delhi
From INR 295",https://www.redbus.in/bus-tickets/agra-to-delhi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 Seats available
"Lucknow to Ballia
From INR 575",https://www.redbus.in/bus-tickets/lucknow-to-ballia,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),04:15,06h 30m,10:45,1099,4.4,17 Seats available
"Lucknow to Ballia
From INR 575",https://www.redbus.in/bus-tickets/lucknow-to-ballia,Raj Kalpana Travels Pvt.Ltd,A/C Seater / Sleeper (2+1),02:00,08h 00m,10:00,504,3.8,10 Seats available
"Lucknow to Ballia
From INR 575",https://www.redbus.in/bus-tickets/lucknow-to-ballia,Aadishakti Travels,Bharat Benz A/C Seater (2+2),22:30,06h 00m,04:30,3000,3.6,45 Seats available
"Lucknow to Ballia
From INR 575",https://www.redbus.in/bus-tickets/lucknow-to-ballia,Vinay Travels,N/A,04:40,08h 05m,12:45,N/A,2.4,44 Seats available
"Bareilly to Dehradun
From INR 511",https://www.redbus.in/bus-tickets/bareilly-to-dehradun,UPSRTC - RKD0037,Janrath AC Seater 2+3,10:30,09h 00m,19:30,646,3.7,48 Seats available
"Bareilly to Dehradun
From INR 511",https://www.redbus.in/bus-tickets/bareilly-to-dehradun,UPSRTC - RKD0039,Janrath AC Seater 2+2,21:00,08h 00m,05:00,814,3.7,36 Seats available
"Bareilly to Dehradun
From INR 511",https://www.redbus.in/bus-tickets/bareilly-to-dehradun,UPSRTC - VKS0001,Janrath AC Seater 2+2,22:05,07h 10m,05:15,830,3.4,36 Seats available
"Allahabad to Azamgarh
From INR 246",https://www.redbus.in/bus-tickets/allahabad-to-azamgarh,Rai Tour and Travels,AC Seater (2+2),14:20,05h 10m,19:30,349,4.4,30 Seats available
"Kanpur (Uttar Pradesh) to Bareilly
From INR 389",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,08h 20m,03:50,999,3.7,3 Seats available
"Kanpur (Uttar Pradesh) to Bareilly
From INR 389",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:01,06h 45m,03:46,699,4.5,15 Seats available
"Kanpur (Uttar Pradesh) to Bareilly
From INR 389",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Mahalaxmi Travels,A/C Sleeper (2+1),19:30,08h 50m,04:20,999,3.8,32 Seats available
"Kanpur (Uttar Pradesh) to Bareilly
From INR 389",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:30,07h 10m,02:40,699,3.5,38 Seats available
"Lucknow to Ayodhya
From INR 195",https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,RSRTC - 192993,A/C Seater / Sleeper (2+1),05:00,02h 45m,07:45,434,3.7,27 Seats available
"Lucknow to Ayodhya
From INR 195",https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Gola Bus Service,VE A/C Sleeper (2+1),01:10,04h 05m,05:15,499,4.4,2 Seats available
"Lucknow to Ayodhya
From INR 195",https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),01:50,04h 05m,05:55,599,4.2,25 Seats available
"Lucknow to Ayodhya
From INR 195",https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,Gola Bus Service,VE A/C Seater / Sleeper (2+1),02:10,04h 05m,06:15,299,4.4,2 Seats available
"Lucknow to Ayodhya
From INR 195",https://www.redbus.in/bus-tickets/lucknow-to-ayodhya,R S YADAV SMART BUS PRIVATE LIMITED,N/A,02:10,02h 10m,04:20,N/A,4.4,11 Seats available
"Aligarh (uttar pradesh) to Lucknow
From INR 571",https://www.redbus.in/bus-tickets/aligarh-to-lucknow,Raaj Rath Travels Co.,A/C Seater / Sleeper (2+1),22:15,07h 00m,05:15,4000,3.5,34 Seats available
"Aligarh (uttar pradesh) to Agra
From INR 136",https://www.redbus.in/bus-tickets/aligarh-to-agra,RSRTC - 155960,Express Non AC Seater 2+3,11:40,01h 50m,13:30,129,3.7,42 Seats available
"Lucknow to Haridwar
From INR 776",https://www.redbus.in/bus-tickets/lucknow-to-haridwar,UPSRTC - RBL0105,Ordinary Non AC Seater 2+3,13:00,16h 00m,05:00,778,3.3,52 Seats available
"Lucknow to Kanpur (Uttar Pradesh)
From INR 142",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),05:15,01h 45m,07:00,599,3.8,23 Seats available
"Lucknow to Kanpur (Uttar Pradesh)
From INR 142",https://www.redbus.in/bus-tickets/lucknow-to-kanpur,Jai Shrinath Ji Ki ® Travels,Bharat Benz A/C Sleeper (2+1),18:30,02h 35m,21:05,647.62,4.5,24 Seats available
